<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.01	14:55:00	96215	96235	96135	96165	11572	42582	5
2019.04.01	15:00:00	96165	96360	96145	96305	18692	61179	5
2019.04.01	15:05:00	96300	96420	96300	96370	12861	41963	5
2019.04.01	15:10:00	96365	96400	96245	96260	14362	49705	5
2019.04.01	15:15:00	96260	96300	96035	96120	24824	87432	5
2019.04.01	15:20:00	96115	96210	96090	96180	13090	50342	5
2019.04.01	15:25:00	96175	96220	96115	96130	11331	39749	5
2019.04.01	15:30:00	96125	96195	96025	96160	17702	61111	5
2019.04.01	15:35:00	96160	96165	96050	96115	11291	41400	5
2019.04.01	15:40:00	96115	96175	96080	96130	8547	30603	5
2019.04.01	15:45:00	96130	96135	96035	96045	9719	37363	5
2019.04.01	15:50:00	96040	96090	95920	96080	23488	80324	5
2019.04.01	15:55:00	96080	96240	96065	96200	18448	58173	5
2019.04.01	16:00:00	96200	96205	96090	96115	10488	35888	5
2019.04.01	16:05:00	96115	96120	95950	95985	13973	50359	5
2019.04.01	16:10:00	95980	96075	95940	96060	12293	41184	5
2019.04.01	16:15:00	96065	96195	95985	96155	15241	53393	5
2019.04.01	16:20:00	96155	96280	96095	96275	14658	51781	5
2019.04.01	16:25:00	96270	96285	96125	96140	12824	42805	5
2019.04.01	16:30:00	96145	96250	96075	96235	15159	51412	5
2019.04.01	16:35:00	96235	96345	96230	96325	13894	49504	5
2019.04.01	16:40:00	96325	96345	96220	96255	9744	37151	5
2019.04.01	16:45:00	96255	96325	96230	96250	9529	36574	5
2019.04.01	16:50:00	96250	96315	96230	96295	6289	23939	5
2019.04.01	16:55:00	96290	96335	96110	96165	19800	70927	5
2019.04.01	17:00:00	96160	96210	96040	96115	13426	49175	5
2019.04.01	17:05:00	96115	96275	96110	96180	12260	43661	5
2019.04.01	17:10:00	96180	96205	96065	96135	10911	40480	5
2019.04.01	17:15:00	96135	96175	96090	96150	4541	16660	5
2019.04.01	17:20:00	96150	96295	96120	96260	8060	36117	5
2019.04.01	17:25:00	96255	96320	96240	96315	4681	21256	5
2019.04.01	17:30:00	96315	96350	96250	96255	6944	29037	5
2019.04.01	17:35:00	96255	96375	96255	96285	6678	25206	5
2019.04.01	17:40:00	96280	96360	96210	96285	9480	29483	5
2019.04.01	17:45:00	96280	96290	96180	96275	5687	19305	5
2019.04.01	17:50:00	96280	96310	96145	96145	2958	14129	5
2019.04.02	09:00:00	96600	96650	96400	96450	17124	49804	5
2019.04.02	09:05:00	96455	96545	96425	96525	12960	46836	5
2019.04.02	09:10:00	96525	96585	96480	96570	12172	37047	5
2019.04.02	09:15:00	96565	96570	96455	96465	12597	39094	5
2019.04.02	09:20:00	96460	96490	96360	96425	20371	59910	5
2019.04.02	09:25:00	96420	96540	96395	96525	15241	45452	5
2019.04.02	09:30:00	96520	96575	96445	96490	18110	56487	5
2019.04.02	09:35:00	96490	96535	96425	96500	13744	38335	5
2019.04.02	09:40:00	96505	96590	96495	96535	12091	35948	5
2019.04.02	09:45:00	96530	96560	96460	96490	14566	50593	5
2019.04.02	09:50:00	96490	96740	96470	96735	24465	68093	5
2019.04.02	09:55:00	96735	96790	96685	96710	22818	66183	5
2019.04.02	10:00:00	96710	96785	96655	96725	20742	60447	5
2019.04.02	10:05:00	96730	96855	96720	96810	25344	73521	5
2019.04.02	10:10:00	96810	96910	96775	96895	19949	57903	5
2019.04.02	10:15:00	96900	96905	96750	96780	22461	71437	5
2019.04.02	10:20:00	96780	96790	96525	96565	34750	110122	5
2019.04.02	10:25:00	96565	96625	96505	96590	20818	64396	5
2019.04.02	10:30:00	96590	96590	96320	96440	46237	140351	5
2019.04.02	10:35:00	96440	96465	96375	96415	17856	54788	5
2019.04.02	10:40:00	96420	96505	96300	96460	29767	93377	5
2019.04.02	10:45:00	96465	96465	96200	96305	35453	109191	5
2019.04.02	10:50:00	96300	96310	96180	96235	18627	61332	5
2019.04.02	10:55:00	96235	96360	96215	96325	18565	59186	5
2019.04.02	11:00:00	96325	96335	96190	96275	17880	56658	5
2019.04.02	11:05:00	96275	96310	96155	96210	18096	63142	5
2019.04.02	11:10:00	96210	96215	96050	96160	27119	90645	5
2019.04.02	11:15:00	96160	96290	96155	96220	27376	92126	5
2019.04.02	11:20:00	96220	96230	96005	96020	26639	93333	5
2019.04.02	11:25:00	96025	96075	95980	96055	18856	70089	5
2019.04.02	11:30:00	96055	96065	95940	96025	22659	78956	5
2019.04.02	11:35:00	96025	96045	95800	95825	33055	118436	5
2019.04.02	11:40:00	95825	95865	95720	95730	24621	95383	5
2019.04.02	11:45:00	95730	95750	95585	95615	24844	94961	5
2019.04.02	11:50:00	95620	95800	95585	95770	20861	78388	5
2019.04.02	11:55:00	95770	95770	95550	95570	22733	78721	5
2019.04.02	12:00:00	95570	95640	95485	95505	24074	90895	5
2019.04.02	12:05:00	95505	95600	95485	95495	14519	59360	5
2019.04.02	12:10:00	95490	95520	95310	95330	23604	92610	5
2019.04.02	12:15:00	95330	95495	95305	95480	17635	70755	5
2019.04.02	12:20:00	95480	95615	95450	95475	22608	82943	5
2019.04.02	12:25:00	95470	95510	95355	95460	16952	62939	5
2019.04.02	12:30:00	95460	95585	95395	95520	16980	57307	5
2019.04.02	12:35:00	95520	95565	95430	95525	11452	43944	5
2019.04.02	12:40:00	95525	95670	95515	95560	20076	71144	5
2019.04.02	12:45:00	95560	95725	95540	95710	15974	58485	5
2019.04.02	12:50:00	95715	95810	95585	95585	22437	81988	5
2019.04.02	12:55:00	95590	95645	95515	95515	14873	53191	5
2019.04.02	13:00:00	95515	95535	95410	95525	20196	66653	5
2019.04.02	13:05:00	95525	95580	95455	95495	11402	38551	5
2019.04.02	13:10:00	95495	95545	95455	95525	8896	30552	5
2019.04.02	13:15:00	95525	95540	95370	95380	15374	55782	5
2019.04.02	13:20:00	95380	95395	95075	95090	31014	109308	5
2019.04.02	13:25:00	95090	95145	94930	95060	27202	101065	5
2019.04.02	13:30:00	95055	95195	95035	95175	13837	49819	5
2019.04.02	13:35:00	95180	95185	95065	95160	12278	44589	5
2019.04.02	13:40:00	95160	95160	95010	95070	12696	46735	5
2019.04.02	13:45:00	95070	95095	94940	95090	16326	58123	5
2019.04.02	13:50:00	95085	95170	95025	95120	12844	40957	5
2019.04.02	13:55:00	95120	95145	95045	95145	9441	35424	5
2019.04.02	14:00:00	95145	95230	95100	95175	17627	64893	5
2019.04.02	14:05:00	95180	95330	95130	95300	16742	61421	5
2019.04.02	14:10:00	95295	95445	95260	95410	21853	83020	5
2019.04.02	14:15:00	95415	95420	95325	95370	10086	37420	5
2019.04.02	14:20:00	95375	95520	95350	95400	18109	63151	5
2019.04.02	14:25:00	95400	95455	95400	95450	4844	16797	5
2019.04.02	14:30:00	95450	95570	95415	95560	15247	58242	5
2019.04.02	14:35:00	95555	95570	95455	95475	12778	47832	5
2019.04.02	14:40:00	95475	95475	95365	95445	16617	55218	5
2019.04.02	14:45:00	95445	95465	95365	95390	9449	34869	5
2019.04.02	14:50:00	95395	95395	95180	95190	24800	84226	5
2019.04.02	14:55:00	95190	95200	95050	95080	23759	85287	5
2019.04.02	15:00:00	95075	95220	95075	95185	16127	56388	5
2019.04.02	15:05:00	95180	95380	95170	95310	15462	55017	5
2019.04.02	15:10:00	95310	95435	95255	95345	18209	65999	5
2019.04.02	15:15:00	95345	95435	95325	95425	9780	36001	5
2019.04.02	15:20:00	95425	95525	95375	95425	18486	66807	5
2019.04.02	15:25:00	95425	95555	95380	95550	16944	65466	5
2019.04.02	15:30:00	95550	95650	95540	95575	21505	76443	5
2019.04.02	15:35:00	95580	95635	95405	95470	20672	72819	5
2019.04.02	15:40:00	95475	95545	95415	95430	13633	52555	5
2019.04.02	15:45:00	95430	95525	95430	95510	7301	27721	5
2019.04.02	15:50:00	95515	95580	95255	95360	28148	98401	5
2019.04.02	15:55:00	95355	95500	95350	95455	14191	52950	5
2019.04.02	16:00:00	95450	95550	95425	95480	12919	48363	5
2019.04.02	16:05:00	95475	95515	95275	95330	15493	61252	5
2019.04.02	16:10:00	95330	95400	95310	95390	9491	36678	5
2019.04.02	16:15:00	95390	95390	95310	95385	8216	33030	5
2019.04.02	16:20:00	95385	95425	95285	95370	12485	47590	5
2019.04.02	16:25:00	95365	95395	95320	95360	6440	25686	5
2019.04.02	16:30:00	95360	95365	95205	95285	18006	67165	5
2019.04.02	16:35:00	95285	95325	95215	95285	10295	38447	5
2019.04.02	16:40:00	95280	95480	95270	95405	17761	64614	5
2019.04.02	16:45:00	95405	95575	95385	95570	18085	64477	5
2019.04.02	16:50:00	95565	95680	95540	95665	15788	58101	5
2019.04.02	16:55:00	95670	95675	95520	95620	18235	65839	5
2019.04.02	17:00:00	95625	95635	95475	95490	13423	45701	5
2019.04.02	17:05:00	95490	95530	95460	95495	6613	26737	5
2019.04.02	17:10:00	95495	95595	95450	95485	10692	37128	5
2019.04.02	17:15:00	95485	95555	95440	95475	6829	24913	5
2019.04.02	17:20:00	95480	95520	95460	95490	2910	11308	5
2019.04.02	17:25:00	95485	95595	95480	95580	5244	19065	5
2019.04.02	17:30:00	95580	95640	95525	95530	5934	22388	5
2019.04.02	17:35:00	95525	95565	95510	95550	3227	11984	5
2019.04.02	17:40:00	95545	95545	95400	95410	8130	22771	5
2019.04.02	17:45:00	95410	95505	95405	95440	4264	11954	5
2019.04.02	17:50:00	95450	95685	95445	95685	4117	14014	5
2019.04.03	09:00:00	96620	96690	96445	96630	11796	37168	5
2019.04.03	09:05:00	96630	96700	96525	96580	16722	45760	5
2019.04.03	09:10:00	96580	96660	96405	96430	15541	45683	5
2019.04.03	09:15:00	96425	96470	96265	96290	24742	73942	5
2019.04.03	09:20:00	96290	96530	96270	96510	25847	73740	5
2019.04.03	09:25:00	96505	96630	96475	96620	18700	56273	5
2019.04.03	09:30:00	96620	96645	96530	96575	17737	54617	5
2019.04.03	09:35:00	96575	96740	96560	96715	21024	69623	5
2019.04.03	09:40:00	96710	96815	96670	96725	23353	72766	5
2019.04.03	09:45:00	96720	96755	96620	96625	16203	46515	5
2019.04.03	09:50:00	96630	96660	96460	96515	24921	75221	5
2019.04.03	09:55:00	96520	96565	96440	96525	16175	47294	5
2019.04.03	10:00:00	96525	96685	96495	96560	26332	76291	5
2019.04.03	10:05:00	96560	96640	96400	96445	27207	79030	5
2019.04.03	10:10:00	96440	96445	96220	96235	35940	111432	5
2019.04.03	10:15:00	96240	96360	96225	96250	18448	57133	5
2019.04.03	10:20:00	96250	96260	96130	96185	22088	67061	5
2019.04.03	10:25:00	96180	96375	96150	96300	24029	68952	5
2019.04.03	10:30:00	96300	96365	96105	96175	32350	96150	5
2019.04.03	10:35:00	96175	96285	96110	96210	20401	64628	5
2019.04.03	10:40:00	96215	96565	96210	96520	35252	105560	5
2019.04.03	10:45:00	96520	96620	96305	96345	30946	95285	5
2019.04.03	10:50:00	96350	96405	96165	96335	30614	93798	5
2019.04.03	10:55:00	96335	96355	96115	96145	21404	72290	5
2019.04.03	11:00:00	96150	96260	96005	96095	36461	108867	5
2019.04.03	11:05:00	96090	96225	96030	96140	21832	65057	5
2019.04.03	11:10:00	96140	96210	96060	96100	14956	43756	5
2019.04.03	11:15:00	96105	96200	96065	96145	15978	45864	5
2019.04.03	11:20:00	96145	96325	96130	96320	28625	84060	5
2019.04.03	11:25:00	96325	96350	96210	96240	16571	50238	5
2019.04.03	11:30:00	96240	96490	96155	96395	34902	109790	5
2019.04.03	11:35:00	96395	96570	96355	96500	25567	75690	5
2019.04.03	11:40:00	96505	96665	96500	96595	25450	69552	5
2019.04.03	11:45:00	96595	96605	96300	96325	34500	89789	5
2019.04.03	11:50:00	96325	96540	96300	96495	28446	72079	5
2019.04.03	11:55:00	96495	96585	96270	96290	33247	88524	5
2019.04.03	12:00:00	96290	96400	96165	96365	33215	86892	5
2019.04.03	12:05:00	96370	96435	96285	96360	16554	50638	5
2019.04.03	12:10:00	96360	96380	96215	96225	13399	42542	5
2019.04.03	12:15:00	96230	96260	96075	96190	21193	67548	5
2019.04.03	12:20:00	96185	96210	95945	95960	21589	72697	5
2019.04.03	12:25:00	95960	96070	95855	96050	24954	86186	5
2019.04.03	12:30:00	96045	96150	95905	95935	24712	78775	5
2019.04.03	12:35:00	95940	96195	95870	96140	23697	73142	5
2019.04.03	12:40:00	96145	96245	96065	96170	19070	60788	5
2019.04.03	12:45:00	96170	96285	96130	96265	17413	54225	5
2019.04.03	12:50:00	96270	96325	96220	96320	12134	38714	5
2019.04.03	12:55:00	96320	96430	96295	96365	15932	51738	5
2019.04.03	13:00:00	96365	96390	96245	96320	15572	51584	5
2019.04.03	13:05:00	96320	96470	96315	96430	13526	42898	5
2019.04.03	13:10:00	96430	96485	96370	96415	9969	34026	5
2019.04.03	13:15:00	96420	96460	96285	96315	15448	47598	5
2019.04.03	13:20:00	96315	96380	96260	96320	12594	42552	5
2019.04.03	13:25:00	96320	96460	96310	96425	11317	34765	5
2019.04.03	13:30:00	96430	96445	96305	96345	11244	38088	5
2019.04.03	13:35:00	96340	96365	96280	96320	9724	32211	5
2019.04.03	13:40:00	96325	96360	96280	96310	7233	23931	5
2019.04.03	13:45:00	96310	96325	96225	96240	11315	37446	5
2019.04.03	13:50:00	96240	96250	96180	96195	12096	38320	5
2019.04.03	13:55:00	96200	96215	96105	96160	14513	49864	5
2019.04.03	14:00:00	96155	96350	96145	96300	19265	59096	5
2019.04.03	14:05:00	96300	96340	96255	96335	9273	30547	5
2019.04.03	14:10:00	96330	96345	96180	96215	12991	46132	5
2019.04.03	14:15:00	96220	96260	96170	96185	10043	34474	5
2019.04.03	14:20:00	96185	96310	96185	96275	8978	31850	5
2019.04.03	14:25:00	96280	96585	96270	96500	31212	102270	5
2019.04.03	14:30:00	96500	96645	96440	96555	22833	72906	5
2019.04.03	14:35:00	96555	96610	96505	96525	11986	40385	5
2019.04.03	14:40:00	96520	96525	96000	96190	46089	147439	5
2019.04.03	14:45:00	96185	96410	96050	96320	33254	109231	5
2019.04.03	14:50:00	96325	96400	96195	96315	19084	64129	5
2019.04.03	14:55:00	96310	96315	96120	96135	15652	48739	5
2019.04.03	15:00:00	96135	96135	95720	95865	41113	135636	5
2019.04.03	15:05:00	95865	95935	95770	95835	22947	74678	5
2019.04.03	15:10:00	95835	95850	95640	95710	26909	90088	5
2019.04.03	15:15:00	95715	95750	95440	95485	30928	103288	5
2019.04.03	15:20:00	95490	95545	95330	95430	28536	96487	5
2019.04.03	15:25:00	95425	95525	95370	95470	19354	56609	5
2019.04.03	15:30:00	95465	95490	95315	95430	16836	52987	5
2019.04.03	15:35:00	95430	95595	95375	95550	24654	73719	5
2019.04.03	15:40:00	95545	95585	95350	95445	19580	63129	5
2019.04.03	15:45:00	95445	95515	95400	95430	9829	32716	5
2019.04.03	15:50:00	95435	95535	95405	95530	9856	31043	5
2019.04.03	15:55:00	95530	95530	95350	95360	13344	43258	5
2019.04.03	16:00:00	95355	95425	94985	95070	37157	119880	5
2019.04.03	16:05:00	95070	95155	94600	94605	40272	143414	5
2019.04.03	16:10:00	94600	94775	94255	94265	42749	141953	5
2019.04.03	16:15:00	94265	94735	94235	94700	38091	127749	5
2019.04.03	16:20:00	94700	94790	94605	94775	21745	69261	5
2019.04.03	16:25:00	94770	94840	94630	94820	18651	60047	5
2019.04.03	16:30:00	94820	95030	94730	94890	25722	83873	5
2019.04.03	16:35:00	94890	94895	94575	94595	25350	78706	5
2019.04.03	16:40:00	94595	94645	94450	94555	22733	72928	5
2019.04.03	16:45:00	94555	94810	94540	94675	20262	66016	5
2019.04.03	16:50:00	94675	94755	94560	94680	15661	47524	5
2019.04.03	16:55:00	94680	94870	94510	94670	29716	76212	5
2019.04.03	17:00:00	94665	94745	94610	94715	15755	37677	5
2019.04.03	17:05:00	94715	94780	94600	94625	12002	31218	5
2019.04.03	17:10:00	94630	94720	94550	94590	8063	26696	5
2019.04.03	17:15:00	94590	94690	94580	94680	4170	14350	5
2019.04.03	17:20:00	94680	94905	94660	94880	9464	33773	5
2019.04.03	17:25:00	94880	94955	94800	94835	9072	34079	5
2019.04.03	17:30:00	94835	94900	94750	94885	8388	27375	5
2019.04.03	17:35:00	94885	94935	94720	94785	10429	26511	5
2019.04.03	17:40:00	94785	94860	94750	94810	7556	17690	5
2019.04.03	17:45:00	94805	94930	94805	94920	3394	10381	5
2019.04.03	17:50:00	94925	95000	94860	95000	5202	16455	5
2019.04.04	09:00:00	94990	95320	94715	95315	23235	75563	5
2019.04.04	09:05:00	95310	95380	95260	95310	16271	57205	5
2019.04.04	09:10:00	95305	95360	95215	95280	14147	46908	5
2019.04.04	09:15:00	95280	95330	95105	95135	18642	64941	5
2019.04.04	09:20:00	95135	95225	95050	95180	19638	64668	5
2019.04.04	09:25:00	95180	95300	95170	95280	18635	62277	5
2019.04.04	09:30:00	95285	95330	95225	95275	12756	37236	5
2019.04.04	09:35:00	95270	95275	95015	95055	31197	95343	5
2019.04.04	09:40:00	95055	95080	94930	94995	20678	65291	5
2019.04.04	09:45:00	94990	95125	94915	95085	20642	63819	5
2019.04.04	09:50:00	95080	95170	95070	95145	17894	59520	5
2019.04.04	09:55:00	95145	95220	95095	95210	16191	55523	5
2019.04.04	10:00:00	95210	95335	95115	95330	22783	81608	5
2019.04.04	10:05:00	95330	95450	95325	95390	28233	90634	5
2019.04.04	10:10:00	95395	95435	95175	95220	29507	98253	5
2019.04.04	10:15:00	95225	95225	95030	95145	30145	95698	5
2019.04.04	10:20:00	95150	95200	94725	94920	45296	140270	5
2019.04.04	10:25:00	94920	94935	94605	94650	37802	124263	5
2019.04.04	10:30:00	94645	94650	94465	94570	34354	109459	5
2019.04.04	10:35:00	94570	94880	94550	94875	38948	128719	5
2019.04.04	10:40:00	94875	95175	94775	95100	39550	129242	5
2019.04.04	10:45:00	95100	95310	95100	95295	29192	103295	5
2019.04.04	10:50:00	95290	95460	95255	95415	36441	137903	5
2019.04.04	10:55:00	95420	95490	95285	95460	29229	107890	5
2019.04.04	11:00:00	95465	95590	95390	95515	29175	102173	5
2019.04.04	11:05:00	95520	95640	95475	95615	23934	86916	5
2019.04.04	11:10:00	95610	95745	95590	95715	22188	85406	5
2019.04.04	11:15:00	95715	95730	95520	95555	23857	84600	5
2019.04.04	11:20:00	95555	96035	95550	95950	43380	154377	5
2019.04.04	11:25:00	95945	96135	95915	95955	30523	111216	5
2019.04.04	11:30:00	95960	95965	95565	95605	32546	116880	5
2019.04.04	11:35:00	95610	95820	95460	95790	37522	126272	5
2019.04.04	11:40:00	95790	96170	95790	96135	35593	134338	5
2019.04.04	11:45:00	96135	96150	95925	96000	30658	113135	5
2019.04.04	11:50:00	96000	96070	95875	96040	20574	78285	5
2019.04.04	11:55:00	96040	96050	95830	95845	18230	61407	5
2019.04.04	12:00:00	95840	95910	95780	95820	17571	58959	5
2019.04.04	12:05:00	95825	95870	95730	95795	17483	58400	5
2019.04.04	12:10:00	95795	95820	95740	95755	7853	29286	5
2019.04.04	12:15:00	95750	95840	95730	95840	14162	51622	5
2019.04.04	12:20:00	95835	95865	95650	95760	21809	73214	5
2019.04.04	12:25:00	95760	95820	95715	95790	12135	47306	5
2019.04.04	12:30:00	95790	95970	95780	95960	24417	80257	5
2019.04.04	12:35:00	95955	96240	95940	96240	27501	102436	5
2019.04.04	12:40:00	96235	96365	96190	96225	29686	93283	5
2019.04.04	12:45:00	96225	96345	96160	96315	19255	68565	5
2019.04.04	12:50:00	96315	96330	96120	96130	14507	44679	5
2019.04.04	12:55:00	96130	96340	96130	96290	13213	41503	5
2019.04.04	13:00:00	96295	96480	96290	96405	22269	71267	5
2019.04.04	13:05:00	96405	96490	96300	96355	16137	49041	5
2019.04.04	13:10:00	96355	96375	96225	96245	11284	34189	5
2019.04.04	13:15:00	96245	96270	96070	96080	17798	57334	5
2019.04.04	13:20:00	96080	96345	96075	96235	20401	64569	5
2019.04.04	13:25:00	96235	96315	96135	96145	13136	42360	5
2019.04.04	13:30:00	96145	96180	96080	96125	10924	35331	5
2019.04.04	13:35:00	96120	96285	96110	96270	14432	43851	5
2019.04.04	13:40:00	96270	96395	96255	96365	15864	49442	5
2019.04.04	13:45:00	96365	96405	96250	96360	16575	53423	5
2019.04.04	13:50:00	96360	96525	96320	96470	18616	62262	5
2019.04.04	13:55:00	96470	96490	96360	96370	12585	43287	5
2019.04.04	14:00:00	96365	96400	96205	96235	15861	50975	5
2019.04.04	14:05:00	96240	96270	96165	96245	11803	42672	5
2019.04.04	14:10:00	96245	96425	96150	96270	22558	71037	5
2019.04.04	14:15:00	96275	96405	96250	96380	10328	36322	5
2019.04.04	14:20:00	96385	96395	96290	96340	8469	33300	5
2019.04.04	14:25:00	96340	96485	96335	96405	13499	49301	5
2019.04.04	14:30:00	96405	96565	96405	96540	17473	66769	5
2019.04.04	14:35:00	96540	96570	96440	96470	12719	47159	5
2019.04.04	14:40:00	96465	96475	96315	96350	13988	49965	5
2019.04.04	14:45:00	96355	96465	96285	96375	15154	57330	5
2019.04.04	14:50:00	96375	96510	96340	96505	12881	45323	5
2019.04.04	14:55:00	96505	96560	96405	96460	14360	50723	5
2019.04.04	15:00:00	96460	96485	96355	96365	11505	40140	5
2019.04.04	15:05:00	96365	96430	96325	96420	11566	40131	5
2019.04.04	15:10:00	96420	96515	96415	96475	11755	42924	5
2019.04.04	15:15:00	96475	96490	96380	96405	7406	24622	5
2019.04.04	15:20:00	96410	96550	96370	96525	12062	41646	5
2019.04.04	15:25:00	96525	96610	96475	96530	17636	62644	5
2019.04.04	15:30:00	96530	96565	96440	96450	10631	35457	5
2019.04.04	15:35:00	96450	96530	96420	96515	9702	35687	5
2019.04.04	15:40:00	96515	96550	96455	96475	8498	31367	5
2019.04.04	15:45:00	96480	96495	96275	96350	18546	62242	5
2019.04.04	15:50:00	96345	96435	96330	96405	10956	38821	5
2019.04.04	15:55:00	96405	96515	96390	96440	12311	41038	5
2019.04.04	16:00:00	96440	96550	96415	96425	14917	53715	5
2019.04.04	16:05:00	96430	96430	96290	96300	17161	58135	5
2019.04.04	16:10:00	96295	96360	96235	96285	17112	57246	5
2019.04.04	16:15:00	96285	96295	96205	96220	11644	41685	5
2019.04.04	16:20:00	96215	96280	96150	96230	14645	49619	5
2019.04.04	16:25:00	96225	96335	96100	96315	22160	78520	5
2019.04.04	16:30:00	96315	96440	96245	96405	20398	71057	5
2019.04.04	16:35:00	96405	96450	96210	96255	14871	55748	5
2019.04.04	16:40:00	96255	96305	96180	96215	10158	39110	5
2019.04.04	16:45:00	96215	96350	96200	96280	12350	44552	5
2019.04.04	16:50:00	96280	96575	96275	96510	20160	74820	5
2019.04.04	16:55:00	96510	96600	96480	96520	16677	62211	5
2019.04.04	17:00:00	96520	96545	96435	96540	9279	32307	5
2019.04.04	17:05:00	96535	96545	96480	96505	4612	16968	5
2019.04.04	17:10:00	96505	96530	96450	96470	4372	16011	5
2019.04.04	17:15:00	96470	96560	96460	96550	4285	17678	5
2019.04.04	17:20:00	96555	96840	96555	96770	17716	64348	5
2019.04.04	17:25:00	96770	96815	96710	96745	5935	21235	5
2019.04.04	17:30:00	96745	96750	96610	96615	5770	18724	5
2019.04.04	17:35:00	96620	96800	96565	96755	10267	29644	5
2019.04.04	17:40:00	96755	96770	96620	96660	10134	23083	5
2019.04.04	17:45:00	96660	96750	96570	96590	7230	19557	5
2019.04.04	17:50:00	96580	96725	96540	96620	5643	19046	5
2019.04.05	09:00:00	96780	96920	96705	96885	14565	47027	5
2019.04.05	09:05:00	96885	96975	96810	96905	15625	51310	5
2019.04.05	09:10:00	96905	96930	96715	96790	17330	58633	5
2019.04.05	09:15:00	96795	96835	96625	96650	17668	57210	5
2019.04.05	09:20:00	96655	96665	96525	96535	14788	45972	5
2019.04.05	09:25:00	96535	96800	96315	96470	23921	72216	5
2019.04.05	09:30:00	96500	97055	96470	96955	41086	110654	5
2019.04.05	09:35:00	96950	97020	96825	96885	20944	62366	5
2019.04.05	09:40:00	96880	96905	96625	96735	28953	80681	5
2019.04.05	09:45:00	96735	96935	96705	96925	22381	68675	5
2019.04.05	09:50:00	96920	97040	96855	96855	22617	66737	5
2019.04.05	09:55:00	96855	96965	96820	96845	18102	54759	5
2019.04.05	10:00:00	96850	96865	96630	96665	30698	94454	5
2019.04.05	10:05:00	96665	96900	96480	96525	39709	115313	5
2019.04.05	10:10:00	96525	96695	96415	96590	34293	101921	5
2019.04.05	10:15:00	96590	96730	96550	96625	21952	70631	5
2019.04.05	10:20:00	96620	96635	96340	96405	30368	97240	5
2019.04.05	10:25:00	96410	96445	96290	96375	23595	79889	5
2019.04.05	10:30:00	96375	96625	96325	96385	39850	117687	5
2019.04.05	10:35:00	96385	96510	96250	96360	34039	106069	5
2019.04.05	10:40:00	96360	96605	96315	96575	26345	83043	5
2019.04.05	10:45:00	96570	96790	96455	96625	37261	117219	5
2019.04.05	10:50:00	96625	96710	96485	96700	29306	94254	5
2019.04.05	10:55:00	96705	96790	96555	96615	29953	97734	5
2019.04.05	11:00:00	96615	96760	96535	96745	24110	73874	5
2019.04.05	11:05:00	96740	97280	96740	97165	52316	168982	5
2019.04.05	11:10:00	97170	97195	97080	97170	17638	52584	5
2019.04.05	11:15:00	97170	97415	97035	97230	41519	135330	5
2019.04.05	11:20:00	97230	97385	97210	97345	20804	71533	5
2019.04.05	11:25:00	97345	97440	97280	97380	21303	69999	5
2019.04.05	11:30:00	97380	97480	97225	97380	24613	83123	5
2019.04.05	11:35:00	97375	97445	97175	97290	27364	88258	5
2019.04.05	11:40:00	97290	97375	97235	97295	17905	58864	5
2019.04.05	11:45:00	97295	97585	97255	97485	27951	89230	5
2019.04.05	11:50:00	97490	97685	97480	97620	25275	89296	5
2019.04.05	11:55:00	97620	97630	97325	97355	19254	67111	5
2019.04.05	12:00:00	97350	97620	97340	97460	24430	86848	5
2019.04.05	12:05:00	97460	97505	97355	97420	15475	53163	5
2019.04.05	12:10:00	97420	97575	97390	97520	15739	56959	5
2019.04.05	12:15:00	97520	97575	97315	97350	16830	59917	5
2019.04.05	12:20:00	97350	97375	97250	97305	16731	55564	5
2019.04.05	12:25:00	97310	97405	97240	97365	14730	48008	5
2019.04.05	12:30:00	97365	97400	97290	97325	9042	33916	5
2019.04.05	12:35:00	97330	97460	97295	97375	12628	43624	5
2019.04.05	12:40:00	97380	97530	97375	97520	12405	41179	5
2019.04.05	12:45:00	97515	97560	97390	97410	11036	37316	5
2019.04.05	12:50:00	97410	97410	97050	97210	31871	107883	5
2019.04.05	12:55:00	97210	97240	97090	97165	13780	45803	5
2019.04.05	13:00:00	97165	97315	97150	97270	19230	62792	5
2019.04.05	13:05:00	97275	97330	97170	97255	15918	53403	5
2019.04.05	13:10:00	97255	97380	97230	97355	10923	37966	5
2019.04.05	13:15:00	97355	97415	97265	97320	12658	45386	5
2019.04.05	13:20:00	97320	97360	97215	97270	11086	37441	5
2019.04.05	13:25:00	97270	97335	97180	97315	13055	43432	5
2019.04.05	13:30:00	97320	97350	97255	97285	8598	28156	5
2019.04.05	13:35:00	97290	97325	97150	97155	11935	40954	5
2019.04.05	13:40:00	97155	97225	97120	97200	10349	36463	5
2019.04.05	13:45:00	97205	97240	97105	97240	11061	37908	5
2019.04.05	13:50:00	97240	97260	97140	97185	11522	39254	5
2019.04.05	13:55:00	97180	97225	97120	97205	7900	28840	5
2019.04.05	14:00:00	97200	97355	97175	97260	16894	59274	5
2019.04.05	14:05:00	97255	97270	97175	97210	11995	43413	5
2019.04.05	14:10:00	97210	97260	97155	97195	9476	36893	5
2019.04.05	14:15:00	97195	97315	97195	97295	8757	29989	5
2019.04.05	14:20:00	97295	97385	97265	97355	11915	41444	5
